time,ozone,ps,pwv
2017-06-17 23:00:00,263.801208496,78525.2421875,3.98501634598
2017-06-18 00:00:00,264.125061035,78546.7421875,3.72733616829
2017-06-18 01:00:00,264.718444824,78573.5,3.46161913872
2017-06-18 02:00:00,265.074188232,78576.0703125,3.13655877113
2017-06-18 03:00:00,265.081268311,78574.328125,2.82867336273
2017-06-18 04:00:00,265.770080566,78565.34375,2.60450291634
2017-06-18 05:00:00,266.58895874,78548.0703125,2.47091364861
2017-06-18 06:00:00,267.187866211,78519.1328125,2.47878575325
2017-06-18 07:00:00,267.117340088,78489.828125,2.57484030724
2017-06-18 08:00:00,266.792114258,78470.2109375,2.7168033123
2017-06-18 09:00:00,267.349182129,78469.0234375,2.86179661751
2017-06-18 10:00:00,269.065032959,78484.0703125,2.86462426186
2017-06-18 11:00:00,271.445739746,78504.140625,2.53690123558
2017-06-18 12:00:00,273.249572754,78538.59375,2.10815620422
2017-06-18 13:00:00,275.041473389,78569.21875,1.86295711994
2017-06-18 14:00:00,276.317138672,78624.4140625,1.84448194504
2017-06-18 15:00:00,277.704437256,78668.015625,1.91596150398
2017-06-18 16:00:00,278.380004883,78675.8203125,1.97338378429
2017-06-18 17:00:00,278.826049805,78669.1171875,2.1019654274
2017-06-18 18:00:00,279.45489502,78659.5625,2.28167772293
2017-06-18 19:00:00,279.46975708,78657.71875,2.38662910461
2017-06-18 20:00:00,279.483673096,78650.40625,2.29579424858
2017-06-18 21:00:00,281.27633667,78639.1484375,2.04117703438
2017-06-18 22:00:00,283.171783447,78644.0,1.68129813671
2017-06-18 23:00:00,283.322418213,78658.921875,1.29398012161
2017-06-19 00:00:00,282.216888428,78668.9765625,0.990642726421
2017-06-19 01:00:00,280.370391846,78657.546875,0.805462181568
2017-06-19 02:00:00,278.320007324,78633.109375,0.717777609825
2017-06-19 03:00:00,276.58883667,78608.171875,0.671471953392
2017-06-19 04:00:00,274.602233887,78585.7421875,0.642260491848
2017-06-19 05:00:00,272.530761719,78564.6875,0.637064397335
2017-06-19 06:00:00,271.623443604,78567.078125,0.672417998314
2017-06-19 07:00:00,272.10848999,78557.03125,0.749240636826
2017-06-19 08:00:00,272.317779541,78545.9921875,0.81111741066
2017-06-19 09:00:00,272.338378906,78530.8671875,0.857443034649
2017-06-19 10:00:00,272.227050781,78521.9296875,0.972107470036
2017-06-19 11:00:00,272.183166504,78529.890625,1.10848605633
2017-06-19 12:00:00,270.973693848,78545.90625,1.23049652576
2017-06-19 13:00:00,269.70602417,78564.09375,1.41631436348
2017-06-19 14:00:00,268.795959473,78588.6171875,1.63902258873
2017-06-19 15:00:00,268.359649658,78606.40625,1.89634978771
2017-06-19 16:00:00,267.005859375,78606.59375,2.21134901047
2017-06-19 17:00:00,266.840881348,78567.3515625,2.58462715149
2017-06-19 18:00:00,266.88973999,78531.015625,2.95125985146
2017-06-19 19:00:00,266.004486084,78509.75,3.25805521011
2017-06-19 20:00:00,265.050231934,78491.2578125,3.53942847252
2017-06-19 21:00:00,264.928771973,78484.8359375,3.59444594383
2017-06-19 22:00:00,265.737365723,78470.03125,3.47754359245
2017-06-19 23:00:00,266.252838135,78497.515625,3.3993024826
2017-06-20 00:00:00,267.785980225,78509.7421875,3.47341823578
2017-06-20 01:00:00,269.354064941,78526.7890625,3.49613833427
2017-06-20 02:00:00,269.206604004,78522.25,3.5967335701
2017-06-20 03:00:00,267.779968262,78519.734375,3.70584964752
2017-06-20 04:00:00,267.71484375,78500.2265625,3.72812819481
2017-06-20 05:00:00,268.600524902,78452.2734375,3.84905648232
2017-06-20 06:00:00,268.87210083,78409.4453125,3.95814347267
2017-06-20 07:00:00,268.316711426,78374.0,3.84820389748
2017-06-20 08:00:00,268.411102295,78344.171875,3.3738925457
2017-06-20 09:00:00,268.235473633,78317.515625,2.67405748367
2017-06-20 10:00:00,269.084472656,78321.90625,2.67729592323
2017-06-20 11:00:00,270.827331543,78339.1328125,2.8380112648
2017-06-20 12:00:00,271.325927734,78353.4375,2.97535228729
2017-06-20 13:00:00,272.558868408,78383.15625,3.04723191261
2017-06-20 14:00:00,273.632751465,78422.53125,3.08155918121
2017-06-20 15:00:00,273.865081787,78445.828125,3.18589353561
2017-06-20 16:00:00,274.497772217,78454.71875,3.30900549889
2017-06-20 17:00:00,275.397796631,78487.9921875,3.51645326614
2017-06-20 18:00:00,276.578216553,78469.359375,3.62866210938
2017-06-20 19:00:00,277.630889893,78433.828125,3.64407777786
2017-06-20 20:00:00,278.446716309,78394.3359375,3.60028123856
2017-06-20 21:00:00,278.831176758,78406.046875,3.63402056694
2017-06-20 22:00:00,277.347869873,78441.234375,3.65469908714
2017-06-20 23:00:00,275.518188477,78458.5625,3.48262238503
2017-06-21 00:00:00,274.118469238,78457.1484375,3.24385881424
2017-06-21 01:00:00,273.477233887,78483.84375,3.21419000626
2017-06-21 02:00:00,273.055755615,78509.421875,3.27935886383
2017-06-21 03:00:00,273.171875,78509.75,3.34374523163
2017-06-21 04:00:00,274.251098633,78502.046875,3.39682602882
2017-06-21 05:00:00,275.87298584,78473.9609375,3.46774721146
2017-06-21 06:00:00,277.303436279,78463.59375,3.55063176155
2017-06-21 07:00:00,277.511138916,78434.6875,3.67678141594
2017-06-21 08:00:00,277.479858398,78391.484375,3.58835315704
2017-06-21 09:00:00,278.088592529,78364.71875,3.57521390915
2017-06-21 10:00:00,278.171569824,78353.375,3.5681271553
2017-06-21 11:00:00,278.138519287,78366.453125,3.61706995964
2017-06-21 12:00:00,278.06628418,78387.5390625,3.67299580574
2017-06-21 13:00:00,278.651794434,78415.90625,3.74081778526
2017-06-21 14:00:00,279.668670654,78437.3515625,3.77612376213
2017-06-21 15:00:00,281.156646729,78429.25,3.75761699677
2017-06-21 16:00:00,281.720855713,78397.703125,3.73653793335
2017-06-21 17:00:00,282.146850586,78387.390625,3.82596826553
2017-06-21 18:00:00,281.545257568,78333.953125,4.00055551529
2017-06-21 19:00:00,281.133148193,78314.7265625,4.38444805145
2017-06-21 20:00:00,281.19052124,78330.9140625,4.47557401657
