,ps,pwv,ozone,TOTEXTTAU,TOTANGSTR,TOTSCATAU,TAUTOT,TAUHGH,TAUMID,TAULOW
2017-04-30 15:00:00,78691.2109375,2.29514861107,269.481567383,,,,,,,
2017-04-30 15:30:00,,,,0.0217493828386,1.23175525665,0.0201926436275,0.0,0.0,0.0,0.0
2017-04-30 16:00:00,78689.6953125,2.57903313637,268.943450928,,,,,,,
2017-04-30 16:30:00,,,,0.0246763415635,1.24243319035,0.0229869130999,0.0,0.0,0.0,0.0
2017-04-30 17:00:00,78669.90625,2.97914648056,268.137542725,,,,,,,
2017-04-30 17:30:00,,,,0.0284308157861,1.24638390541,0.0265949070454,0.0,0.0,0.0,0.0
2017-04-30 18:00:00,78631.5546875,3.44405770302,267.279754639,,,,,,,
2017-04-30 18:30:00,,,,0.0317714586854,1.2442753315,0.0298233963549,0.0,0.0,0.0,0.0
2017-04-30 19:00:00,78614.75,3.87993216515,266.726623535,,,,,,,
2017-04-30 19:30:00,,,,0.0352773703635,1.25460386276,0.0332406200469,0.0,0.0,0.0,0.0
2017-04-30 20:00:00,78622.234375,4.2343249321,266.689331055,,,,,,,
2017-04-30 20:30:00,,,,0.0381512716413,1.25345790386,0.0360462740064,0.0,0.0,0.0,0.0
2017-04-30 21:00:00,78645.921875,4.46141958237,267.144195557,,,,,,,
2017-04-30 21:30:00,,,,0.0396131686866,1.24707973003,0.0374776571989,0.0,0.0,0.0,0.0
2017-04-30 22:00:00,78661.7734375,4.53615045547,267.834838867,,,,,,,
2017-04-30 22:30:00,,,,0.0392779149115,1.23724591732,0.0371283218265,0.0,0.0,0.0,0.0
2017-04-30 23:00:00,78679.328125,4.43718576431,268.619262695,,,,,,,
2017-04-30 23:30:00,,,,0.0377901569009,1.22772312164,0.0356889553368,0.0,0.0,0.0,0.0
2017-05-01 00:00:00,78702.03125,4.23825407028,268.920898438,,,,,,,
2017-05-01 00:30:00,,,,0.0362232625484,1.22328829765,0.0341827571392,0.0,0.0,0.0,0.0
2017-05-01 01:00:00,78725.2734375,4.07654905319,269.467681885,,,,,,,
2017-05-01 01:30:00,,,,0.0347957424819,1.22427392006,0.0328242368996,0.0,0.0,0.0,0.0
2017-05-01 02:00:00,78735.8125,3.94931030273,269.594390869,,,,,,,
2017-05-01 02:30:00,,,,0.0330610610545,1.22895228863,0.0311655886471,0.0,0.0,0.0,0.0
2017-05-01 03:00:00,78724.328125,3.78694009781,269.142150879,,,,,,,
2017-05-01 03:30:00,,,,0.0306287780404,1.23278570175,0.0288249067962,0.0,0.0,0.0,0.0
2017-05-01 04:00:00,78712.421875,3.51225852966,268.325714111,,,,,,,
2017-05-01 04:30:00,,,,0.0282193738967,1.23307907581,0.0264981910586,0.0,0.0,0.0,0.0
2017-05-01 05:00:00,78700.1484375,3.27567791939,267.085357666,,,,,,,
2017-05-01 05:30:00,,,,0.0264588091522,1.23295211792,0.0248039532453,0.0,0.0,0.0,0.0
2017-05-01 06:00:00,78685.1640625,3.06452798843,265.66394043,,,,,,,
2017-05-01 06:30:00,,,,0.0253093913198,1.23393309116,0.023704547435,0.0,0.0,0.0,0.0
2017-05-01 07:00:00,78659.671875,2.89833188057,264.407958984,,,,,,,
2017-05-01 07:30:00,,,,0.0247500296682,1.23308074474,0.0231803972274,0.0,0.0,0.0,0.0
2017-05-01 08:00:00,78640.515625,2.7907075882,262.982116699,,,,,,,
2017-05-01 08:30:00,,,,0.0244212578982,1.23318696022,0.0228611622006,0.0,0.0,0.0,0.0
2017-05-01 09:00:00,78632.71875,2.70442271233,261.286651611,,,,,,,
2017-05-01 09:30:00,,,,0.0244024209678,1.23465538025,0.022854110226,0.0,0.0,0.0,0.0
2017-05-01 10:00:00,78642.40625,2.78779268265,260.12411499,,,,,,,
2017-05-01 10:30:00,,,,0.0255787409842,1.23807990551,0.0239946525544,0.0,0.0,0.0,0.0
2017-05-01 11:00:00,78674.3203125,3.00581121445,259.172424316,,,,,,,
2017-05-01 11:30:00,,,,0.0275909882039,1.24120938778,0.0259531550109,0.0,0.0,0.0,0.0
2017-05-01 12:00:00,78718.0859375,3.24774074554,258.215057373,,,,,,,
2017-05-01 12:30:00,,,,0.029191961512,1.24688160419,0.0275198128074,0.0,0.0,0.0,0.0
2017-05-01 13:00:00,78757.5390625,3.39376449585,258.064666748,,,,,,,
2017-05-01 13:30:00,,,,0.0296060591936,1.2545337677,0.0279396474361,0.0,0.0,0.0,0.0
2017-05-01 14:00:00,78775.9140625,3.54500389099,258.142425537,,,,,,,
2017-05-01 14:30:00,,,,0.0301138050854,1.25851356983,0.0284562986344,0.1005859375,0.1005859375,0.0,0.0
2017-05-01 15:00:00,78780.1484375,3.78053498268,258.126861572,,,,,,,
2017-05-01 15:30:00,,,,0.036844778806,1.07804787159,0.0347029194236,0.074554502964,0.0745544955134,0.0,0.0
2017-05-01 16:00:00,78766.234375,3.90419507027,257.601745605,,,,,,,
2017-05-01 16:30:00,,,,0.039478905499,1.10419595242,0.0372946187854,0.224792674184,0.22479249537,0.0,0.0
2017-05-01 17:00:00,78738.4921875,4.15799999237,256.926025391,,,,,,,
2017-05-01 17:30:00,,,,0.0449184142053,1.1316204071,0.0426423475146,1.75683605671,1.6806640625,0.0762025341392,0.0
2017-05-01 18:00:00,78715.0,4.60802221298,256.564239502,,,,,,,
2017-05-01 18:30:00,,,,0.0480333268642,1.16417741776,0.0456757694483,1.78320336342,1.49267590046,0.290405631065,0.0
2017-05-01 19:00:00,78703.140625,4.88616609573,256.290344238,,,,,,,
2017-05-01 19:30:00,,,,0.0466080419719,1.20119559765,0.0442923232913,0.698731899261,0.688720822334,0.00988419074565,0.0
2017-05-01 20:00:00,78692.8359375,4.93173360825,256.036560059,,,,,,,
2017-05-01 20:30:00,,,,0.0465554967523,1.2262544632,0.0442802682519,1.71826171875,1.70849609375,0.00992215517908,0.0
2017-05-01 21:00:00,78693.609375,4.98692750931,255.944580078,,,,,,,
2017-05-01 21:30:00,,,,0.0464839823544,1.2494134903,0.0442922972143,3.16796875,3.0849609375,0.0829165652394,0.0
2017-05-01 22:00:00,78706.4921875,4.98160934448,255.836273193,,,,,,,
2017-05-01 22:30:00,,,,0.0440513342619,1.2666426897,0.041996140033,3.8876953125,3.6689453125,0.217956617475,0.0
2017-05-01 23:00:00,78717.5703125,4.72824335098,256.398406982,,,,,,,
2017-05-01 23:30:00,,,,0.0393307991326,1.26588571072,0.0374355651438,4.14453125,3.72265625,0.421508818865,0.0
2017-05-02 00:00:00,78725.8359375,4.43993330002,256.381622314,,,,,,,
2017-05-02 00:30:00,,,,0.0353242345154,1.2582924366,0.0335663817823,4.125,3.5322265625,0.593750059605,0.0
2017-05-02 01:00:00,78732.2890625,4.23458003998,256.602722168,,,,,,,
2017-05-02 01:30:00,,,,0.0321461781859,1.24847006798,0.0305065643042,4.36718797684,3.7109375,0.65673828125,0.0
2017-05-02 02:00:00,78731.6484375,3.98904728889,256.98828125,,,,,,,
2017-05-02 02:30:00,,,,0.0289322584867,1.23803627491,0.0274020656943,4.912109375,4.12109375,0.790527701378,0.0
2017-05-02 03:00:00,78728.5546875,3.78561353683,257.580505371,,,,,,,
2017-05-02 03:30:00,,,,0.0261528007686,1.23109805584,0.0247074775398,5.1640625,4.2265625,0.93579107523,0.0
2017-05-02 04:00:00,78714.7265625,3.64702868462,259.00869751,,,,,,,
2017-05-02 04:30:00,,,,0.0246518403292,1.23052704334,0.0232663862407,5.4609375,4.33203125,1.12792980671,0.0
2017-05-02 05:00:00,78702.5625,3.58250808716,259.890899658,,,,,,,
2017-05-02 05:30:00,,,,0.024954777211,1.23303806782,0.0235758107156,5.765625,4.662109375,1.10302746296,0.0
2017-05-02 06:00:00,78686.2265625,3.56969070435,260.698394775,,,,,,,
2017-05-02 06:30:00,,,,0.0267473142594,1.23694169521,0.025365466252,6.2265625,5.23632860184,0.991210997105,0.0
2017-05-02 07:00:00,78662.2578125,3.63002443314,261.456268311,,,,,,,
2017-05-02 07:30:00,,,,0.0291445944458,1.2460283041,0.0277322102338,7.2578125,6.033203125,1.22460985184,0.0
2017-05-02 08:00:00,78629.8046875,3.73842048645,262.181213379,,,,,,,
2017-05-02 08:30:00,,,,0.0316409617662,1.25237798691,0.0302003249526,8.1640625,6.720703125,1.44384789467,0.0
2017-05-02 09:00:00,78620.859375,3.89234900475,262.993591309,,,,,,,
2017-05-02 09:30:00,,,,0.0332376249135,1.25279414654,0.0317850634456,8.43359375,7.125,1.30761754513,0.0
2017-05-02 10:00:00,78626.8046875,3.9797565937,263.211608887,,,,,,,
2017-05-02 10:30:00,,,,0.0336428247392,1.24624919891,0.032164722681,8.0703125,7.12109375,0.951904296875,0.0
2017-05-02 11:00:00,78658.578125,4.00372314453,263.320892334,,,,,,,
2017-05-02 11:30:00,,,,0.0323858186603,1.24878036976,0.0308734606951,6.45312547684,6.068359375,0.384399473667,0.0
2017-05-02 12:00:00,78715.9609375,4.04906702042,263.258789062,,,,,,,
2017-05-02 12:30:00,,,,0.0302061289549,1.25276374817,0.0286413282156,2.89843773842,2.8896484375,0.00886926520616,0.0
2017-05-02 13:00:00,78779.515625,4.09402656555,264.223510742,,,,,,,
2017-05-02 13:30:00,,,,0.0273214932531,1.25127613544,0.0257479082793,0.40722694993,0.407226592302,0.0,0.0
2017-05-02 14:00:00,78811.3515625,4.11183357239,265.719421387,,,,,,,
2017-05-02 14:30:00,,,,0.0265677012503,1.2471755743,0.0249619409442,0.0,0.0,0.0,0.0
2017-05-02 15:00:00,78807.671875,4.14873075485,268.676391602,,,,,,,
2017-05-02 15:30:00,,,,0.0276829302311,1.27696061134,0.0260612815619,0.0,0.0,0.0,0.0
2017-05-02 16:00:00,78791.671875,4.21258449554,271.201660156,,,,,,,
2017-05-02 16:30:00,,,,0.0290051326156,1.29480874538,0.0273379981518,0.0,0.0,0.0,0.0
2017-05-02 17:00:00,78757.8828125,4.29863166809,272.881347656,,,,,,,
2017-05-02 17:30:00,,,,0.0292569585145,1.31211733818,0.027599202469,0.0,0.0,0.0,0.0
2017-05-02 18:00:00,78707.71875,4.37755775452,273.01965332,,,,,,,
2017-05-02 18:30:00,,,,0.0277992673218,1.37495803833,0.0262670945376,0.0,0.0,0.0,0.0
2017-05-02 19:00:00,78671.3984375,4.37297773361,272.997436523,,,,,,,
2017-05-02 19:30:00,,,,0.0265096817166,1.37404549122,0.0250135697424,0.0,0.0,0.0,0.0
2017-05-02 20:00:00,78653.609375,4.3097782135,274.779144287,,,,,,,
2017-05-02 20:30:00,,,,0.0256010368466,1.37226486206,0.0241155698895,0.0,0.0,0.0,0.0
2017-05-02 21:00:00,78664.09375,4.28437614441,276.493255615,,,,,,,
2017-05-02 21:30:00,,,,0.0251729041338,1.37273192406,0.0237236078829,0.0,0.0,0.0,0.0
2017-05-02 22:00:00,78698.3046875,4.28209733963,273.892181396,,,,,,,
2017-05-02 22:30:00,,,,0.0233914386481,1.3642115593,0.0220258869231,0.0,0.0,0.0,0.0
2017-05-02 23:00:00,78707.578125,4.0093960762,274.088256836,,,,,,,
2017-05-02 23:30:00,,,,0.0203115288168,1.34265053272,0.0190484523773,0.0,0.0,0.0,0.0
2017-05-03 00:00:00,78719.65625,3.63413739204,273.878631592,,,,,,,
2017-05-03 00:30:00,,,,0.01787365973,1.31988823414,0.0167045406997,0.0,0.0,0.0,0.0
2017-05-03 01:00:00,78722.46875,3.34968090057,273.401245117,,,,,,,
2017-05-03 01:30:00,,,,0.0167306698859,1.31088447571,0.0156041514128,0.0,0.0,0.0,0.0
2017-05-03 02:00:00,78732.609375,3.21266484261,274.155303955,,,,,,,
2017-05-03 02:30:00,,,,0.016611199826,1.30713570118,0.0154900653288,0.000897613819689,0.000897575519048,0.0,0.0
2017-05-03 03:00:00,78714.8046875,3.07463049889,275.183441162,,,,,,,
2017-05-03 03:30:00,,,,0.0162668898702,1.30201053619,0.0151624362916,0.0,0.0,0.0,0.0
2017-05-03 04:00:00,78683.8984375,2.86550211906,276.471862793,,,,,,,
2017-05-03 04:30:00,,,,0.0158130079508,1.29541134834,0.0147211421281,0.0,0.0,0.0,0.0
2017-05-03 05:00:00,78650.15625,2.68086624146,276.95010376,,,,,,,
2017-05-03 05:30:00,,,,0.015713006258,1.28818678856,0.0146251898259,0.0,0.0,0.0,0.0
2017-05-03 06:00:00,78616.6796875,2.6827454567,277.053741455,,,,,,,
2017-05-03 06:30:00,,,,0.0170972049236,1.27917230129,0.0159882046282,0.231628760695,0.231628447771,0.0,0.0
2017-05-03 07:00:00,78586.3671875,2.85451507568,276.768280029,,,,,,,
2017-05-03 07:30:00,,,,0.0203118417412,1.25500524044,0.0191709902138,2.66503977776,2.6650390625,0.0,0.0
2017-05-03 08:00:00,78568.0,3.0379679203,276.113800049,,,,,,,
2017-05-03 08:30:00,,,,0.022004397586,1.25485038757,0.0208383910358,4.134765625,4.134765625,0.0,0.0
2017-05-03 09:00:00,78553.578125,3.12567543983,275.983398438,,,,,,,
2017-05-03 09:30:00,,,,0.0229973699898,1.26689624786,0.0218140836805,4.0390625,3.95703125,0.0811464264989,0.0
2017-05-03 10:00:00,78556.265625,3.16728305817,275.97869873,,,,,,,
2017-05-03 10:30:00,,,,0.0230904277414,1.28561532497,0.0218934919685,3.11230492592,2.98828125,0.12377936393,0.0
2017-05-03 11:00:00,78581.2890625,3.1010863781,276.052703857,,,,,,,
2017-05-03 11:30:00,,,,0.0220177210867,1.29637467861,0.0208386834711,2.97558617592,2.9755859375,0.0,0.0
2017-05-03 12:00:00,78619.03125,2.95262336731,276.27142334,,,,,,,
2017-05-03 12:30:00,,,,0.0212976261973,1.29125750065,0.0201089251786,2.9169921875,2.9169921875,0.0,0.0
2017-05-03 13:00:00,78654.484375,2.83722472191,277.895050049,,,,,,,
2017-05-03 13:30:00,,,,0.0215017572045,1.28418195248,0.0202893428504,2.1474609375,2.1474609375,0.0,0.0
2017-05-03 14:00:00,78672.2734375,2.76569247246,279.655944824,,,,,,,
2017-05-03 14:30:00,,,,0.0187815837562,1.31654381752,0.0175992809236,1.37304699421,1.373046875,0.0,0.0
2017-05-03 15:00:00,78657.25,2.69514298439,280.831665039,,,,,,,
2017-05-03 15:30:00,,,,0.0231419317424,1.11217606068,0.0215056724846,0.864257872105,0.8642578125,0.0,0.0
2017-05-03 16:00:00,78640.4140625,2.73996734619,282.214904785,,,,,,,
2017-05-03 16:30:00,,,,0.0247710328549,1.13358175755,0.0230936780572,0.672119259834,0.672119259834,0.0,0.0
2017-05-03 17:00:00,78612.0546875,2.96071004868,283.262390137,,,,,,,
2017-05-03 17:30:00,,,,0.0273080337793,1.15959334373,0.0255459360778,0.91967779398,0.7685546875,0.151000991464,0.0
2017-05-03 18:00:00,78573.234375,3.26068854332,282.920074463,,,,,,,
2017-05-03 18:30:00,,,,0.0299908276647,1.15018594265,0.0280031636357,0.700195431709,0.260131955147,0.439941763878,0.0
2017-05-03 19:00:00,78538.78125,3.52072525024,282.345825195,,,,,,,
2017-05-03 19:30:00,,,,0.0303395353258,1.15252697468,0.028267595917,0.153503417969,0.0,0.153503596783,0.0
2017-05-03 20:00:00,78505.40625,3.63534784317,282.182006836,,,,,,,
2017-05-03 20:30:00,,,,0.0305928420275,1.14504647255,0.0284824706614,0.0,0.0,0.0,0.0
2017-05-03 21:00:00,78484.7421875,3.68268632889,282.393218994,,,,,,,
2017-05-03 21:30:00,,,,0.0310673639178,1.14081931114,0.0289182178676,0.0,0.0,0.0,0.0
2017-05-03 22:00:00,78480.96875,3.72319459915,282.82019043,,,,,,,
2017-05-03 22:30:00,,,,0.0313530229032,1.13695335388,0.0291768163443,0.0,0.0,0.0,0.0
2017-05-03 23:00:00,78498.90625,3.64559936523,284.214416504,,,,,,,
2017-05-03 23:30:00,,,,0.0305147729814,1.12663030624,0.0283781290054,0.0,0.0,0.0,0.0
2017-05-04 00:00:00,78524.703125,3.51219725609,285.096282959,,,,,,,
2017-05-04 00:30:00,,,,0.0299938991666,1.1117181778,0.0278651546687,0.0,0.0,0.0,0.0
2017-05-04 01:00:00,78556.625,3.47331190109,285.435150146,,,,,,,
2017-05-04 01:30:00,,,,0.0304360296577,1.10225903988,0.0282817576081,0.0,0.0,0.0,0.0
2017-05-04 02:00:00,78588.21875,3.46287989616,285.40512085,,,,,,,
2017-05-04 02:30:00,,,,0.0302945636213,1.09820270538,0.0281450022012,0.0,0.0,0.0,0.0
2017-05-04 03:00:00,78594.3359375,3.30417895317,284.793243408,,,,,,,
2017-05-04 03:30:00,,,,0.0285577997565,1.09519743919,0.0264969859272,0.0,0.0,0.0,0.0
2017-05-04 04:00:00,78580.203125,3.04703164101,282.888519287,,,,,,,
2017-05-04 04:30:00,,,,0.0261138640344,1.09301221371,0.0241733919829,0.0,0.0,0.0,0.0
2017-05-04 05:00:00,78554.796875,2.78221869469,281.441070557,,,,,,,
2017-05-04 05:30:00,,,,0.0240809768438,1.09554576874,0.022244386375,0.0,0.0,0.0,0.0
2017-05-04 06:00:00,78526.515625,2.61425161362,282.141296387,,,,,,,
2017-05-04 06:30:00,,,,0.0228296164423,1.10039150715,0.0210565011948,0.0,0.0,0.0,0.0
2017-05-04 07:00:00,78492.203125,2.57426905632,282.905975342,,,,,,,
2017-05-04 07:30:00,,,,0.0218554250896,1.09365415573,0.0201528016478,0.0,0.0,0.0,0.0
2017-05-04 08:00:00,78457.90625,2.57512664795,283.512908936,,,,,,,
2017-05-04 08:30:00,,,,0.0210786052048,1.07888054848,0.0194175262004,0.0,0.0,0.0,0.0
2017-05-04 09:00:00,78445.015625,2.64117431641,284.126281738,,,,,,,
2017-05-04 09:30:00,,,,0.0206228736788,1.07297456264,0.0190067328513,0.0,0.0,0.0,0.0
2017-05-04 10:00:00,78454.96875,2.66634130478,282.99420166,,,,,,,
2017-05-04 10:30:00,,,,0.0200677253306,1.07383406162,0.0185045450926,0.0,0.0,0.0,0.0
2017-05-04 11:00:00,78484.828125,2.69655394554,281.150238037,,,,,,,
2017-05-04 11:30:00,,,,0.0196094028652,1.09432721138,0.0181336775422,0.0,0.0,0.0,0.0
2017-05-04 12:00:00,78507.8046875,2.74938750267,279.364349365,,,,,,,
2017-05-04 12:30:00,,,,0.0187971591949,1.13640284538,0.0174100883305,0.0,0.0,0.0,0.0
2017-05-04 13:00:00,78530.0546875,2.89900755882,278.454193115,,,,,,,
2017-05-04 13:30:00,,,,0.0190760549158,1.16617155075,0.0177358221263,0.0,0.0,0.0,0.0
2017-05-04 14:00:00,78559.390625,3.162109375,277.012695312,,,,,,,
2017-05-04 14:30:00,,,,0.0193082503974,1.1910315752,0.0179973319173,0.0,0.0,0.0,0.0
2017-05-04 15:00:00,78582.8125,3.48698830605,274.991394043,,,,,,,
2017-05-04 15:30:00,,,,0.0239484999329,1.13599646091,0.0223997998983,0.0,0.0,0.0,0.0
2017-05-04 16:00:00,78576.21875,3.71161556244,272.603210449,,,,,,,
2017-05-04 16:30:00,,,,0.0256239976734,1.16568350792,0.0240629017353,0.0,0.0,0.0,0.0
2017-05-04 17:00:00,78556.1953125,3.91729426384,270.792572021,,,,,,,
2017-05-04 17:30:00,,,,0.0279212743044,1.2043274641,0.0262941420078,0.0025713017676,0.00257206801325,0.0,0.0
2017-05-04 18:00:00,78531.71875,4.1527967453,269.308044434,,,,,,,
2017-05-04 18:30:00,,,,0.0298750866205,1.25062668324,0.0282040070742,0.0181732904166,0.0181732457131,0.0,0.0
2017-05-04 19:00:00,78522.6015625,4.41859197617,268.298583984,,,,,,,
2017-05-04 19:30:00,,,,0.0330891609192,1.27642917633,0.0313454158604,0.0938415974379,0.0938415974379,0.0,0.0
2017-05-04 20:00:00,78522.40625,4.58471632004,267.393249512,,,,,,,
2017-05-04 20:30:00,,,,0.0339403264225,1.28945314884,0.032168880105,0.0376739986241,0.0376739986241,0.0,0.0
2017-05-04 21:00:00,78519.7421875,4.5222864151,267.453033447,,,,,,,
2017-05-04 21:30:00,,,,0.0329559482634,1.29303693771,0.0311954729259,0.00134943507146,0.00134948233608,0.0,0.0
2017-05-04 22:00:00,78513.4375,4.43249607086,268.642181396,,,,,,,
2017-05-04 22:30:00,,,,0.0316992402077,1.28135168552,0.0299741476774,0.0,0.0,0.0,0.0
2017-05-04 23:00:00,78520.484375,4.20027589798,270.162597656,,,,,,,
2017-05-04 23:30:00,,,,0.0300734937191,1.26814889908,0.02840526402,0.0,0.0,0.0,0.0
2017-05-05 00:00:00,78537.140625,3.90377736092,270.798034668,,,,,,,
2017-05-05 00:30:00,,,,0.0283529385924,1.26078641415,0.0267262142152,0.0,0.0,0.0,0.0
2017-05-05 01:00:00,78558.1796875,3.65239906311,271.131835938,,,,,,,
2017-05-05 01:30:00,,,,0.0260832197964,1.25531172752,0.0245298724622,0.0,0.0,0.0,0.0
2017-05-05 02:00:00,78563.046875,3.44935631752,270.669769287,,,,,,,
2017-05-05 02:30:00,,,,0.0242175590247,1.24675917625,0.0227266531438,0.0,0.0,0.0,0.0
2017-05-05 03:00:00,78550.4296875,3.29793143272,269.969970703,,,,,,,
2017-05-05 03:30:00,,,,0.0232748184353,1.23591125011,0.0218232367188,0.0,0.0,0.0,0.0
2017-05-05 04:00:00,78534.03125,3.09583067894,269.318389893,,,,,,,
2017-05-05 04:30:00,,,,0.0228574108332,1.22760856152,0.0214213840663,0.0,0.0,0.0,0.0
2017-05-05 05:00:00,78515.3046875,2.90637087822,268.523345947,,,,,,,
2017-05-05 05:30:00,,,,0.0218363516033,1.22811567783,0.0204193368554,0.0,0.0,0.0,0.0
2017-05-05 06:00:00,78482.546875,2.73164391518,267.555541992,,,,,,,
2017-05-05 06:30:00,,,,0.0211699269712,1.22394406796,0.0197784416378,0.0,0.0,0.0,0.0
2017-05-05 07:00:00,78426.3046875,2.56973528862,266.450012207,,,,,,,
2017-05-05 07:30:00,,,,0.0209944844246,1.21867656708,0.0196199528873,0.0,0.0,0.0,0.0
2017-05-05 08:00:00,78371.1328125,2.42059397697,265.175048828,,,,,,,
2017-05-05 08:30:00,,,,0.0210191309452,1.22007548809,0.0196529775858,0.000156991154654,0.000157003320055,0.0,0.0
2017-05-05 09:00:00,78341.140625,2.28005743027,264.012237549,,,,,,,
2017-05-05 09:30:00,,,,0.0221016500145,1.21832859516,0.0207248423249,0.0169910974801,0.0169906690717,0.0,0.0
2017-05-05 10:00:00,78336.7421875,2.27427339554,262.924224854,,,,,,,
2017-05-05 10:30:00,,,,0.0235323440284,1.21266579628,0.0221353042871,0.0719299837947,0.0719299837947,0.0,0.0
2017-05-05 11:00:00,78358.9453125,2.26935124397,262.441467285,,,,,,,
2017-05-05 11:30:00,,,,0.0238753296435,1.21878004074,0.0224550161511,0.0772098228335,0.0772094875574,0.0,0.0
2017-05-05 12:00:00,78392.6953125,2.25535464287,261.847076416,,,,,,,
2017-05-05 12:30:00,,,,0.0243213400245,1.23051011562,0.0228814203292,0.087890625,0.0878907293081,0.0,0.0
2017-05-05 13:00:00,78418.7734375,2.25797486305,262.114898682,,,,,,,
2017-05-05 13:30:00,,,,0.0253741312772,1.24741280079,0.0239029023796,0.10766608268,0.107666067779,0.0,0.0
2017-05-05 14:00:00,78426.8671875,2.30450367928,262.698852539,,,,,,,
2017-05-05 14:30:00,,,,0.0271292775869,1.26674520969,0.0255889743567,0.128418043256,0.128417983651,0.0,0.0
2017-05-05 15:00:00,78409.515625,2.45053577423,263.036193848,,,,,,,
2017-05-05 15:30:00,,,,0.0336404815316,1.16997694969,0.0317008569837,0.146240308881,0.146240249276,0.0,0.0
2017-05-05 16:00:00,78368.6953125,2.61519098282,262.745544434,,,,,,,
2017-05-05 16:30:00,,,,0.0391294583678,1.18445253372,0.0368710942566,0.151916623116,0.151916503906,0.0,0.0
2017-05-05 17:00:00,78320.8359375,2.92831993103,261.887878418,,,,,,,
2017-05-05 17:30:00,,,,0.0468769930303,1.20009183884,0.0442493744195,0.174194484949,0.174194350839,0.0,0.0
2017-05-05 18:00:00,78309.0546875,3.46317410469,260.925567627,,,,,,,
2017-05-05 18:30:00,,,,0.0589222125709,1.08946502209,0.0557894520462,0.0920716673136,0.0920716300607,0.0,0.0
2017-05-05 19:00:00,78342.0078125,4.00871372223,260.597686768,,,,,,,
2017-05-05 19:30:00,,,,0.0641736388206,1.14987921715,0.0608692727983,0.0480195209384,0.0480194203556,0.0,0.0
2017-05-05 20:00:00,78348.625,4.03871154785,260.197845459,,,,,,,
2017-05-05 20:30:00,,,,0.0639774352312,1.17978358269,0.0607637390494,0.11285405606,0.11285404861,0.0,0.0
2017-05-05 21:00:00,78309.0859375,3.6888988018,259.976654053,,,,,,,
2017-05-05 21:30:00,,,,0.0636885762215,1.20082986355,0.0605650097132,0.174377515912,0.174377456307,0.0,0.0
2017-05-05 22:00:00,78288.453125,3.5168504715,260.23425293,,,,,,,
